input_text,output_text,question_id,chinese_text,emotion_word,percentage,confidence
"If you are asked to analyze the emotion of this sentence: 如果我当时知道实情，我是不会离开美国的。. What is your confidence level that you will answer emotion word ""Regret""?",high,sample_00000256,如果我当时知道实情，我是不会离开美国的。,Regret,100.0,high
"If you are asked to analyze the emotion of this sentence: 如果我当时知道实情，我是不会离开美国的。. What is your confidence level that you will answer emotion word ""Frustration""?",high,sample_00000256,如果我当时知道实情，我是不会离开美国的。,Frustration,90.0,high
"If you are asked to analyze the emotion of this sentence: 如果我当时知道实情，我是不会离开美国的。. What is your confidence level that you will answer emotion word ""Disappointment""?",high,sample_00000256,如果我当时知道实情，我是不会离开美国的。,Disappointment,90.0,high
"If you are asked to analyze the emotion of this sentence: 如果我当时知道实情，我是不会离开美国的。. What is your confidence level that you will answer emotion word ""Sadness""?",low,sample_00000256,如果我当时知道实情，我是不会离开美国的。,Sadness,30.0,low
"If you are asked to analyze the emotion of this sentence: 如果我当时知道实情，我是不会离开美国的。. What is your confidence level that you will answer emotion word ""Sorrow""?",low,sample_00000256,如果我当时知道实情，我是不会离开美国的。,Sorrow,30.0,low
"If you are asked to analyze the emotion of this sentence: 如果我当时知道实情，我是不会离开美国的。. What is your confidence level that you will answer emotion word ""Nostalgia""?",low,sample_00000256,如果我当时知道实情，我是不会离开美国的。,Nostalgia,20.0,low
"If you are asked to analyze the emotion of this sentence: 如果我当时知道实情，我是不会离开美国的。. What is your confidence level that you will answer emotion word ""Longing""?",low,sample_00000256,如果我当时知道实情，我是不会离开美国的。,Longing,10.0,low
"If you are asked to analyze the emotion of this sentence: 让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。. What is your confidence level that you will answer emotion word ""Relief""?",high,sample_00000055,让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。,Relief,100.0,high
"If you are asked to analyze the emotion of this sentence: 让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。. What is your confidence level that you will answer emotion word ""Frustration""?",medium,sample_00000055,让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。,Frustration,40.0,medium
"If you are asked to analyze the emotion of this sentence: 让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。. What is your confidence level that you will answer emotion word ""Disappointment""?",medium,sample_00000055,让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。,Disappointment,40.0,medium
"If you are asked to analyze the emotion of this sentence: 让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。. What is your confidence level that you will answer emotion word ""Skepticism""?",medium,sample_00000055,让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。,Skepticism,40.0,medium
"If you are asked to analyze the emotion of this sentence: 让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。. What is your confidence level that you will answer emotion word ""Uncertainty""?",low,sample_00000055,让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。,Uncertainty,30.0,low
"If you are asked to analyze the emotion of this sentence: 让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。. What is your confidence level that you will answer emotion word ""Doubt""?",low,sample_00000055,让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。,Doubt,10.0,low
"If you are asked to analyze the emotion of this sentence: 让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。. What is your confidence level that you will answer emotion word ""Worry""?",low,sample_00000055,让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。,Worry,10.0,low
"If you are asked to analyze the emotion of this sentence: 让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。. What is your confidence level that you will answer emotion word ""Indifference""?",low,sample_00000055,让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。,Indifference,10.0,low
"If you are asked to analyze the emotion of this sentence: 让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。. What is your confidence level that you will answer emotion word ""Concern""?",low,sample_00000055,让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。,Concern,10.0,low
"If you are asked to analyze the emotion of this sentence: 让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。. What is your confidence level that you will answer emotion word ""Caution""?",low,sample_00000055,让病人衰弱的心脏呢，暂时得到一些缓解，但是这台机器的使用呢，并不广泛。,Caution,10.0,low
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Resignation""?",high,samplenew3_00000151,如果遇上了也没有办法,Resignation,70.0,high
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Helplessness""?",medium,samplenew3_00000151,如果遇上了也没有办法,Helplessness,50.0,medium
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Frustration""?",medium,samplenew3_00000151,如果遇上了也没有办法,Frustration,40.0,medium
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Helpless""?",medium,samplenew3_00000151,如果遇上了也没有办法,Helpless,40.0,medium
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Resigned""?",low,samplenew3_00000151,如果遇上了也没有办法,Resigned,30.0,low
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Powerlessness""?",low,samplenew3_00000151,如果遇上了也没有办法,Powerlessness,20.0,low
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Hopelessness""?",low,samplenew3_00000151,如果遇上了也没有办法,Hopelessness,20.0,low
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Disappointment""?",low,samplenew3_00000151,如果遇上了也没有办法,Disappointment,10.0,low
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Powerless""?",low,samplenew3_00000151,如果遇上了也没有办法,Powerless,10.0,low
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Desperation""?",low,samplenew3_00000151,如果遇上了也没有办法,Desperation,10.0,low
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Frustrated""?",low,samplenew3_00000151,如果遇上了也没有办法,Frustrated,10.0,low
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Sighed""?",low,samplenew3_00000151,如果遇上了也没有办法,Sighed,10.0,low
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Defeated""?",low,samplenew3_00000151,如果遇上了也没有办法,Defeated,10.0,low
"If you are asked to analyze the emotion of this sentence: 如果遇上了也没有办法. What is your confidence level that you will answer emotion word ""Acceptance""?",low,samplenew3_00000151,如果遇上了也没有办法,Acceptance,10.0,low
"If you are asked to analyze the emotion of this sentence: 凭他的处境不妙. What is your confidence level that you will answer emotion word ""Worry""?",high,samplenew3_00000058,凭他的处境不妙,Worry,70.0,high
"If you are asked to analyze the emotion of this sentence: 凭他的处境不妙. What is your confidence level that you will answer emotion word ""Concern""?",medium,samplenew3_00000058,凭他的处境不妙,Concern,60.0,medium
"If you are asked to analyze the emotion of this sentence: 凭他的处境不妙. What is your confidence level that you will answer emotion word ""Anxiety""?",medium,samplenew3_00000058,凭他的处境不妙,Anxiety,50.0,medium
"If you are asked to analyze the emotion of this sentence: 凭他的处境不妙. What is your confidence level that you will answer emotion word ""Anxious""?",low,samplenew3_00000058,凭他的处境不妙,Anxious,20.0,low
"If you are asked to analyze the emotion of this sentence: 凭他的处境不妙. What is your confidence level that you will answer emotion word ""Worried""?",low,samplenew3_00000058,凭他的处境不妙,Worried,20.0,low
"If you are asked to analyze the emotion of this sentence: 凭他的处境不妙. What is your confidence level that you will answer emotion word ""Concerned""?",low,samplenew3_00000058,凭他的处境不妙,Concerned,20.0,low
"If you are asked to analyze the emotion of this sentence: 凭他的处境不妙. What is your confidence level that you will answer emotion word ""Uncertainty""?",low,samplenew3_00000058,凭他的处境不妙,Uncertainty,20.0,low
"If you are asked to analyze the emotion of this sentence: 凭他的处境不妙. What is your confidence level that you will answer emotion word ""Frustration""?",low,samplenew3_00000058,凭他的处境不妙,Frustration,20.0,low
"If you are asked to analyze the emotion of this sentence: 这不唯恐天下不乱吗. What is your confidence level that you will answer emotion word ""Anxiety""?",high,samplenew3_00000814,这不唯恐天下不乱吗,Anxiety,90.0,high
"If you are asked to analyze the emotion of this sentence: 这不唯恐天下不乱吗. What is your confidence level that you will answer emotion word ""Fear""?",high,samplenew3_00000814,这不唯恐天下不乱吗,Fear,70.0,high
"If you are asked to analyze the emotion of this sentence: 这不唯恐天下不乱吗. What is your confidence level that you will answer emotion word ""Concern""?",medium,samplenew3_00000814,这不唯恐天下不乱吗,Concern,50.0,medium
"If you are asked to analyze the emotion of this sentence: 这不唯恐天下不乱吗. What is your confidence level that you will answer emotion word ""Alarm""?",low,samplenew3_00000814,这不唯恐天下不乱吗,Alarm,20.0,low
"If you are asked to analyze the emotion of this sentence: 这不唯恐天下不乱吗. What is your confidence level that you will answer emotion word ""Anxious""?",low,samplenew3_00000814,这不唯恐天下不乱吗,Anxious,10.0,low
"If you are asked to analyze the emotion of this sentence: 这不唯恐天下不乱吗. What is your confidence level that you will answer emotion word ""Frustrated""?",low,samplenew3_00000814,这不唯恐天下不乱吗,Frustrated,10.0,low
"If you are asked to analyze the emotion of this sentence: 这不唯恐天下不乱吗. What is your confidence level that you will answer emotion word ""Concerned""?",low,samplenew3_00000814,这不唯恐天下不乱吗,Concerned,10.0,low
"If you are asked to analyze the emotion of this sentence: 她是我爸的大姑，奶奶一辈子没结婚。. What is your confidence level that you will answer emotion word ""Sadness""?",high,sample_00000203,她是我爸的大姑，奶奶一辈子没结婚。,Sadness,100.0,high
"If you are asked to analyze the emotion of this sentence: 她是我爸的大姑，奶奶一辈子没结婚。. What is your confidence level that you will answer emotion word ""Regret""?",high,sample_00000203,她是我爸的大姑，奶奶一辈子没结婚。,Regret,70.0,high
"If you are asked to analyze the emotion of this sentence: 她是我爸的大姑，奶奶一辈子没结婚。. What is your confidence level that you will answer emotion word ""Disappointment""?",medium,sample_00000203,她是我爸的大姑，奶奶一辈子没结婚。,Disappointment,50.0,medium
"If you are asked to analyze the emotion of this sentence: 她是我爸的大姑，奶奶一辈子没结婚。. What is your confidence level that you will answer emotion word ""Nostalgia""?",low,sample_00000203,她是我爸的大姑，奶奶一辈子没结婚。,Nostalgia,30.0,low
"If you are asked to analyze the emotion of this sentence: 她是我爸的大姑，奶奶一辈子没结婚。. What is your confidence level that you will answer emotion word ""Surprise""?",low,sample_00000203,她是我爸的大姑，奶奶一辈子没结婚。,Surprise,30.0,low
"If you are asked to analyze the emotion of this sentence: 她是我爸的大姑，奶奶一辈子没结婚。. What is your confidence level that you will answer emotion word ""Longing""?",low,sample_00000203,她是我爸的大姑，奶奶一辈子没结婚。,Longing,20.0,low
"If you are asked to analyze the emotion of this sentence: 她是我爸的大姑，奶奶一辈子没结婚。. What is your confidence level that you will answer emotion word ""Bitterness""?",low,sample_00000203,她是我爸的大姑，奶奶一辈子没结婚。,Bitterness,10.0,low
"If you are asked to analyze the emotion of this sentence: 她是我爸的大姑，奶奶一辈子没结婚。. What is your confidence level that you will answer emotion word ""Bitter""?",low,sample_00000203,她是我爸的大姑，奶奶一辈子没结婚。,Bitter,10.0,low
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Anger""?",high,samplenew3_00000839,纯贵妃谋害契亚阁,Anger,90.0,high
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Betrayal""?",high,samplenew3_00000839,纯贵妃谋害契亚阁,Betrayal,90.0,high
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Fear""?",medium,samplenew3_00000839,纯贵妃谋害契亚阁,Fear,60.0,medium
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Malice""?",medium,samplenew3_00000839,纯贵妃谋害契亚阁,Malice,40.0,medium
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Deception""?",low,samplenew3_00000839,纯贵妃谋害契亚阁,Deception,30.0,low
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Deceit""?",low,samplenew3_00000839,纯贵妃谋害契亚阁,Deceit,30.0,low
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Anxiety""?",low,samplenew3_00000839,纯贵妃谋害契亚阁,Anxiety,20.0,low
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Vengeance""?",low,samplenew3_00000839,纯贵妃谋害契亚阁,Vengeance,10.0,low
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Suspicion""?",low,samplenew3_00000839,纯贵妃谋害契亚阁,Suspicion,10.0,low
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Resentment""?",low,samplenew3_00000839,纯贵妃谋害契亚阁,Resentment,10.0,low
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Sorrow""?",low,samplenew3_00000839,纯贵妃谋害契亚阁,Sorrow,10.0,low
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Revenge""?",low,samplenew3_00000839,纯贵妃谋害契亚阁,Revenge,10.0,low
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Suspense""?",low,samplenew3_00000839,纯贵妃谋害契亚阁,Suspense,10.0,low
"If you are asked to analyze the emotion of this sentence: 纯贵妃谋害契亚阁. What is your confidence level that you will answer emotion word ""Dread""?",low,samplenew3_00000839,纯贵妃谋害契亚阁,Dread,10.0,low
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Pride""?",high,samplenew3_00000513,我结下权贵之妻,Pride,100.0,high
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Regret""?",high,samplenew3_00000513,我结下权贵之妻,Regret,80.0,high
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Shame""?",high,samplenew3_00000513,我结下权贵之妻,Shame,70.0,high
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Longing""?",medium,samplenew3_00000513,我结下权贵之妻,Longing,60.0,medium
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Sorrow""?",low,samplenew3_00000513,我结下权贵之妻,Sorrow,20.0,low
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Nostalgia""?",low,samplenew3_00000513,我结下权贵之妻,Nostalgia,20.0,low
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Disgust""?",low,samplenew3_00000513,我结下权贵之妻,Disgust,10.0,low
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Frustration""?",low,samplenew3_00000513,我结下权贵之妻,Frustration,10.0,low
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Disdain""?",low,samplenew3_00000513,我结下权贵之妻,Disdain,10.0,low
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Loyalty""?",low,samplenew3_00000513,我结下权贵之妻,Loyalty,10.0,low
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Respect""?",low,samplenew3_00000513,我结下权贵之妻,Respect,10.0,low
"If you are asked to analyze the emotion of this sentence: 我结下权贵之妻. What is your confidence level that you will answer emotion word ""Contempt""?",low,samplenew3_00000513,我结下权贵之妻,Contempt,10.0,low
"If you are asked to analyze the emotion of this sentence: 丁小河是个不会撒谎的人. What is your confidence level that you will answer emotion word ""Trust""?",high,samplenew3_00000744,丁小河是个不会撒谎的人,Trust,100.0,high
"If you are asked to analyze the emotion of this sentence: 丁小河是个不会撒谎的人. What is your confidence level that you will answer emotion word ""Respect""?",high,samplenew3_00000744,丁小河是个不会撒谎的人,Respect,90.0,high
"If you are asked to analyze the emotion of this sentence: 丁小河是个不会撒谎的人. What is your confidence level that you will answer emotion word ""Confidence""?",medium,samplenew3_00000744,丁小河是个不会撒谎的人,Confidence,50.0,medium
"If you are asked to analyze the emotion of this sentence: 丁小河是个不会撒谎的人. What is your confidence level that you will answer emotion word ""Certainty""?",low,samplenew3_00000744,丁小河是个不会撒谎的人,Certainty,10.0,low
"If you are asked to analyze the emotion of this sentence: 我也应该用嘶哑的喉咙歌唱. What is your confidence level that you will answer emotion word ""Longing""?",high,samplenew3_00000665,我也应该用嘶哑的喉咙歌唱,Longing,100.0,high
"If you are asked to analyze the emotion of this sentence: 我也应该用嘶哑的喉咙歌唱. What is your confidence level that you will answer emotion word ""Melancholy""?",high,samplenew3_00000665,我也应该用嘶哑的喉咙歌唱,Melancholy,80.0,high
"If you are asked to analyze the emotion of this sentence: 我也应该用嘶哑的喉咙歌唱. What is your confidence level that you will answer emotion word ""Resignation""?",high,samplenew3_00000665,我也应该用嘶哑的喉咙歌唱,Resignation,70.0,high
"If you are asked to analyze the emotion of this sentence: 我也应该用嘶哑的喉咙歌唱. What is your confidence level that you will answer emotion word ""Sorrow""?",medium,samplenew3_00000665,我也应该用嘶哑的喉咙歌唱,Sorrow,50.0,medium
"If you are asked to analyze the emotion of this sentence: 我也应该用嘶哑的喉咙歌唱. What is your confidence level that you will answer emotion word ""Sadness""?",low,samplenew3_00000665,我也应该用嘶哑的喉咙歌唱,Sadness,20.0,low
"If you are asked to analyze the emotion of this sentence: 我也应该用嘶哑的喉咙歌唱. What is your confidence level that you will answer emotion word ""Nostalgia""?",low,samplenew3_00000665,我也应该用嘶哑的喉咙歌唱,Nostalgia,10.0,low
"If you are asked to analyze the emotion of this sentence: 我也应该用嘶哑的喉咙歌唱. What is your confidence level that you will answer emotion word ""Desperation""?",low,samplenew3_00000665,我也应该用嘶哑的喉咙歌唱,Desperation,10.0,low
"If you are asked to analyze the emotion of this sentence: 我也应该用嘶哑的喉咙歌唱. What is your confidence level that you will answer emotion word ""Yearning""?",low,samplenew3_00000665,我也应该用嘶哑的喉咙歌唱,Yearning,10.0,low
"If you are asked to analyze the emotion of this sentence: 我也应该用嘶哑的喉咙歌唱. What is your confidence level that you will answer emotion word ""Despondency""?",low,samplenew3_00000665,我也应该用嘶哑的喉咙歌唱,Despondency,10.0,low
"If you are asked to analyze the emotion of this sentence: 我也应该用嘶哑的喉咙歌唱. What is your confidence level that you will answer emotion word ""Despair""?",low,samplenew3_00000665,我也应该用嘶哑的喉咙歌唱,Despair,10.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Serious""?",high,samplenew3_00000511,检方的量刑建议是死刑,Serious,80.0,high
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Firm""?",medium,samplenew3_00000511,检方的量刑建议是死刑,Firm,50.0,medium
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Severe""?",low,samplenew3_00000511,检方的量刑建议是死刑,Severe,30.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Concerned""?",low,samplenew3_00000511,检方的量刑建议是死刑,Concerned,30.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Shocked""?",low,samplenew3_00000511,检方的量刑建议是死刑,Shocked,20.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Disgust""?",low,samplenew3_00000511,检方的量刑建议是死刑,Disgust,20.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Concern""?",low,samplenew3_00000511,检方的量刑建议是死刑,Concern,20.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Fear""?",low,samplenew3_00000511,检方的量刑建议是死刑,Fear,20.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Shock""?",low,samplenew3_00000511,检方的量刑建议是死刑,Shock,20.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Authoritative""?",low,samplenew3_00000511,检方的量刑建议是死刑,Authoritative,20.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Dreadful""?",low,samplenew3_00000511,检方的量刑建议是死刑,Dreadful,20.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Fearful""?",low,samplenew3_00000511,检方的量刑建议是死刑,Fearful,20.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Disappointed""?",low,samplenew3_00000511,检方的量刑建议是死刑,Disappointed,10.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Horror""?",low,samplenew3_00000511,检方的量刑建议是死刑,Horror,10.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Fury""?",low,samplenew3_00000511,检方的量刑建议是死刑,Fury,10.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Anger""?",low,samplenew3_00000511,检方的量刑建议是死刑,Anger,10.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Dread""?",low,samplenew3_00000511,检方的量刑建议是死刑,Dread,10.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Somber""?",low,samplenew3_00000511,检方的量刑建议是死刑,Somber,10.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Disapproval""?",low,samplenew3_00000511,检方的量刑建议是死刑,Disapproval,10.0,low
"If you are asked to analyze the emotion of this sentence: 检方的量刑建议是死刑. What is your confidence level that you will answer emotion word ""Unyielding""?",low,samplenew3_00000511,检方的量刑建议是死刑,Unyielding,10.0,low
"If you are asked to analyze the emotion of this sentence: 这让我想起了聪明的衣袖. What is your confidence level that you will answer emotion word ""Nostalgia""?",high,samplenew3_00000294,这让我想起了聪明的衣袖,Nostalgia,100.0,high
"If you are asked to analyze the emotion of this sentence: 这让我想起了聪明的衣袖. What is your confidence level that you will answer emotion word ""Longing""?",high,samplenew3_00000294,这让我想起了聪明的衣袖,Longing,80.0,high
"If you are asked to analyze the emotion of this sentence: 这让我想起了聪明的衣袖. What is your confidence level that you will answer emotion word ""Wistfulness""?",medium,samplenew3_00000294,这让我想起了聪明的衣袖,Wistfulness,50.0,medium
"If you are asked to analyze the emotion of this sentence: 这让我想起了聪明的衣袖. What is your confidence level that you will answer emotion word ""Melancholy""?",low,samplenew3_00000294,这让我想起了聪明的衣袖,Melancholy,30.0,low
"If you are asked to analyze the emotion of this sentence: 这让我想起了聪明的衣袖. What is your confidence level that you will answer emotion word ""Sentimental""?",low,samplenew3_00000294,这让我想起了聪明的衣袖,Sentimental,30.0,low
"If you are asked to analyze the emotion of this sentence: 这让我想起了聪明的衣袖. What is your confidence level that you will answer emotion word ""Wistful""?",low,samplenew3_00000294,这让我想起了聪明的衣袖,Wistful,10.0,low
"If you are asked to analyze the emotion of this sentence: 这让我想起了聪明的衣袖. What is your confidence level that you will answer emotion word ""Warmth""?",low,samplenew3_00000294,这让我想起了聪明的衣袖,Warmth,10.0,low
"If you are asked to analyze the emotion of this sentence: 这让我想起了聪明的衣袖. What is your confidence level that you will answer emotion word ""Pride""?",low,samplenew3_00000294,这让我想起了聪明的衣袖,Pride,10.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Curious""?",medium,samplenew3_00000454,这个问题问得好很深刻回头,Curious,50.0,medium
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Curiosity""?",medium,samplenew3_00000454,这个问题问得好很深刻回头,Curiosity,50.0,medium
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Intrigue""?",medium,samplenew3_00000454,这个问题问得好很深刻回头,Intrigue,40.0,medium
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Intrigued""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Intrigued,30.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Surprise""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Surprise,30.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Depth""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Depth,30.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Perplexed""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Perplexed,30.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Thoughtful""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Thoughtful,20.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Inquisitive""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Inquisitive,20.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Surprised""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Surprised,10.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Inquiry""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Inquiry,10.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Perplexity""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Perplexity,10.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Confused""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Confused,10.0,low
